0.683594,0.847412,0.847412,0.9375,0.980225,0.980225,0.980225,0.980225,0.980225,0.980225,0.980225,0.980225,0.9375,0.847412,0.847412,0.683594,0.413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.847412,0.847412,0.9375,0.980225,0.996094,0.996094,0.996094,0.996094,0.996094,0.996094,0.996094,0.996094,0.980225,0.9375,0.847412,0.683594,0.413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.847412,0.9375,0.980225,0.980225,0.996094,0.999756,0.999756,0.999756,0.999756,0.999756,0.999756,0.996094,0.980225,0.9375,0.847412,0.683594,0.413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9375,0.980225,0.996094,0.996094,0.996094,0.999756,1,0.999756,0.999756,1,0.999756,0.996094,0.980225,0.9375,0.847412,0.683594,0.413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9375,0.980225,0.996094,0.999756,0.999756,0.999756,1,0.999756,0.999756,1,0.999756,0.996094,0.980225,0.9375,0.847412,0.683594,0.413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316986,0.316986,0.316986,0.316986,0.316986,0.316986,0.316986,0.316986,0.316986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.980225,0.980225,0.996094,0.999756,1,0.999756,0.999756,0.999756,0.999756,0.999756,0.999756,0.996094,0.980225,0.9375,0.847412,0.720238,0.551875,0.316986,0,0,0,0,0,0,0,0,0,0,0.316986,0.316986,0.551875,0.551875,0.551875,0.551875,0.551875,0.551875,0.551875,0.551875,0.551875,0.316986,0.316986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.996094,0.996094,0.996094,0.999756,0.999756,0.999756,1,0.999756,0.999756,1,0.999756,0.996094,0.980225,0.9375,0.847412,0.720238,0.551875,0.316986,0,0,0,0,0,0,0,0,0,0.316986,0.316986,0.551875,0.720238,0.720238,0.720238,0.720238,0.720238,0.720238,0.720238,0.720238,0.720238,0.551875,0.316986,0.316986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.997561,0.999756,0.999756,0.999756,0.997561,0.999756,0.999756,0.999756,0.999756,0.999756,0.999756,0.996094,0.980225,0.9375,0.847412,0.720238,0.551875,0.316986,0,0,0,0,0,0,0,0,0.316986,0.551875,0.551875,0.720238,0.720238,0.836008,0.836008,0.836008,0.836008,0.836008,0.836008,0.836008,0.720238,0.720238,0.551875,0.551875,0.316986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.997561,0.999848,1,0.999848,0.997561,0.998907,0.999932,0.999932,0.999932,0.998907,0.996094,0.996094,0.980225,0.9375,0.847412,0.720238,0.551875,0.316986,0,0,0,0,0,0,0,0.316986,0.413818,0.551875,0.720238,0.847412,0.847412,0.911481,0.911481,0.911481,0.911481,0.911481,0.911481,0.911481,0.836008,0.836008,0.720238,0.551875,0.316986,0.316986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.997561,0.999848,1,0.999848,0.997561,0.998907,0.999932,1,0.999932,0.998907,0.994468,0.982515,0.957312,0.911481,0.847412,0.720238,0.63405,0.375705,0,0,0,0,0,0,0,0.316986,0.551875,0.720238,0.847412,0.847412,0.9375,0.957312,0.957312,0.957312,0.957312,0.957312,0.957312,0.957312,0.911481,0.836008,0.836008,0.720238,0.551875,0.316986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
