(28,46)
(27,46)
(26,45)
(25,44)
(25,43)
(24,42)
(25,41)
(26,40)
(27,39)
(28,38)
(27,37)
(28,36)
(28,35)
(28,34)
(29,33)
(30,32)
(31,31)
(31,30)
(31,29)
(31,28)
(31,27)
(31,26)
(30,25)
(29,24)
(28,23)
(27,22)
(26,21)
(25,20)
(24,19)
(23,19)
(22,19)
(21,19)
(20,19)
(19,18)
(18,17)
(17,16)
(16,15)
(15,14)
(14,13)
(13,12)
(12,11)
(11,10)
(10,9)
(9,8)
(8,7)
(7,6)
